Model type,Task,Activity,Split,desc_prot,desc_chem,dropout,R2,RMSE,MAE,MDAE,MARPD,PCC,RMS Calibration,MA Calibration,Miscalibration Area,Sharpness,NLL,CRPS,Check,Interval,rho_rank,rho_rank_sim,rho_rank_sim_std,uq_mis_cal,uq_NLL,uq_NLL_sim,uq_NLL_sim_std,Z_var,Z_var_CI_low,Z_var_CI_high,Z_mean,Z_mean_CI_low,Z_mean_CI_high,rmv_rmse_slope,rmv_rmse_r_sq,rmv_rmse_intercept,aleatoric_uct_mean,epistemic_uct_mean,total_uct_mean,wandb project,wandb run,model name,seed,Group,project_model,Group_Number
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.4375318160644907,0.87761027,0.6850382,0.5590992,10.231693089008331,0.6653826929206912,0.0373885607070464,0.0336739777208884,0.0340141189099883,0.7853558,1.3246555481039,0.4902991593787171,0.247544965303488,2.477913067355358,0.165782751068533,0.2069186604714664,0.0080373866587072,0.0125347558211443,1.29085614258178,1.1993074471363212,0.0059392315615405,1.1685401,1.1375609076935094,1.2017109603734033,-0.12038182,-0.1382911872236433,-0.1025499186498346,0.5016266,0.59543978610163,0.45792893,0.76633143,0.053581774,0.8199132,reassess-runs_ensemble_mcdp_xc50,charmed-water-25,20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_charmed-water-25,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_charmed-water-25/,42
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.4377050098185541,0.87747514,0.6849623,0.5599747,10.231508314609528,0.6655573256655002,0.0354207699345205,0.0318321455753131,0.0321536823993061,0.79045504,1.3216945665901445,0.4901217349942781,0.2474566161411377,2.474584934887327,0.1667795656520754,0.208796772290068,0.0079629441585036,0.0107891147567156,1.2885082831972252,1.2051325112404492,0.0057541672553316,1.1521955,1.1221707490174824,1.1841298969839595,-0.12051006,-0.1380139587810208,-0.1029022050440681,0.5057224,0.6379494429855258,0.4521978,0.7711162,0.05376234,0.8248785,reassess-runs_ensemble_mcdp_xc50,fast-elevator-82,20240626-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_fast-elevator-82,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240626-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_fast-elevator-82/,43
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.436220274293716,0.87863284,0.6859196,0.56141233,10.245677828788756,0.6643710013878849,0.0372097314752813,0.0334421919324708,0.0337799918509806,0.7871355,1.3248851054812485,0.4909287511975422,0.2478635318062242,2.479718520318032,0.166656503348547,0.2073537768296406,0.0078407992466318,0.0123186048650309,1.290450457640381,1.2017004808453835,0.0059007785286924,1.1634768,1.1322953011927086,1.1961936181814803,-0.11956984,-0.1373516234208643,-0.1022017774645956,0.5136736,0.6214857419892599,0.4481766,0.76805663,0.053678896,0.8217355,reassess-runs_ensemble_mcdp_xc50,noble-frost-81,20240626-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_noble-frost-81,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240626-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_noble-frost-81/,44
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.437830677940299,0.8773771,0.6848276,0.56140566,10.22903099656105,0.6657924736969122,0.0343616937800397,0.0307853040891164,0.0310962667566833,0.79157114,1.3211698384394397,0.4900613517417098,0.247426158223015,2.474095997825002,0.1653740805603363,0.2053299651522538,0.0080356018219044,0.009654174465108,1.2887014127320051,1.2083281572734488,0.005856236930016,1.1462048,1.115162367963599,1.178559454445547,-0.122203425,-0.139673404064676,-0.1044873242139975,0.49651244,0.5743365779425824,0.45836556,0.772778,0.054003008,0.826781,reassess-runs_ensemble_mcdp_xc50,copper-oath-17,20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_copper-oath-17,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_copper-oath-17/,45
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.4339412984957566,0.880407,0.68846,0.5668464,10.282046347856522,0.6622426049826582,0.008128358144992,0.0065123734403469,0.0065629974464546,0.85854053,1.2940383199383667,0.4904334472562103,0.2476273847289723,2.4484878502291934,0.1742833194861368,0.1896740220675039,0.0081591629839392,0.0197490658472364,1.281882224776827,1.30911607576003,0.00587104728327,0.93681294,0.9128792705589416,0.9630873861233108,-0.09602086,-0.1114201786183158,-0.0801354316973713,0.54558694,0.7003573393021902,0.37456664,0.84088594,0.07066366,0.91154957,reassess-runs_ensemble_mcdp_xc50,zesty-snowflake-20,20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_zesty-snowflake-20,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_zesty-snowflake-20/,46
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.4377438231658019,0.87744486,0.68491834,0.5604205,10.23017093539238,0.6656291626416382,0.0374746773891896,0.0336573721718674,0.0339973456281489,0.7859769,1.3230668078871963,0.4901884780155617,0.2474898440991531,2.475762453787731,0.1678899674490424,0.2087149329802227,0.0077897649091212,0.0124893548783764,1.2889950714158045,1.199844274374036,0.0060156959120055,1.1640133,1.1320569276980414,1.196517537144402,-0.121471375,-0.138978010068294,-0.103665582100521,0.5131001,0.6008518624291578,0.44773307,0.7666963,0.05368129,0.8203776,reassess-runs_ensemble_mcdp_xc50,cosmic-field-83,20240626-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_cosmic-field-83,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240626-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_cosmic-field-83/,47
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.4375795567327459,0.8775731,0.6852384,0.5598841,10.235809534788132,0.6652660339957284,0.0377197114502274,0.0339106067944371,0.0342531381761991,0.78527087,1.3226824976892746,0.490330606597506,0.2475622441343028,2.475742384811132,0.1681589501258743,0.2079356721037458,0.0080371090227422,0.0126251404891574,1.2888894618085716,1.1996321281485935,0.0056926481982598,1.1639675,1.133729301969128,1.197784414061014,-0.11808388,-0.1353728356308616,-0.1005598553637055,0.51866025,0.5920846644138131,0.4431276,0.7663104,0.054103434,0.8204138,reassess-runs_ensemble_mcdp_xc50,cerulean-resonance-23,20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_cerulean-resonance-23,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_cerulean-resonance-23/,48
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.4371699286240413,0.87789255,0.6854653,0.5613928,10.23857519030571,0.6651874607063969,0.0367727446840117,0.0331329135819553,0.0334675894767225,0.7872853,1.3226451686790726,0.490426505529594,0.247610320153287,2.475879500269693,0.1671834822132643,0.2069905169479029,0.0079914695731568,0.0120498124859802,1.2888614953944038,1.2019033055571071,0.0058652383015232,1.1588302,1.127332175339494,1.1914955402178793,-0.12115003,-0.1380918735560035,-0.103873574263966,0.5199467,0.6301930517537897,0.44208556,0.768408,0.053641453,0.82204944,reassess-runs_ensemble_mcdp_xc50,desert-vortex-20,20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_desert-vortex-20,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_desert-vortex-20/,49
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.4372323717960459,0.87784386,0.68508565,0.557847,10.232581943273544,0.6654124242684533,0.036911482064168,0.0330893240157753,0.0334235596118942,0.7864829,1.324352669909996,0.4904103696161065,0.2476012863095641,2.4779548927847013,0.1655583653376959,0.2069781142168474,0.0080870861487418,0.0121233110615025,1.2903396173872723,1.200432284782879,0.0055402356411276,1.16446,1.1327402191762506,1.1967466426501692,-0.12324613,-0.1408324204005471,-0.1058393703697173,0.5058097,0.6306997184649827,0.45457414,0.7674347,0.053420007,0.8208547,reassess-runs_ensemble_mcdp_xc50,vital-brook-17,20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_vital-brook-17,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240625-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_vital-brook-17/,50
ensemble,PCM,xc50,scaffold_cluster,ankh-large,ecfp2048,0.2,0.4372495784913068,0.87783045,0.6850162,0.5599561,10.23186519742012,0.6652829564370204,0.0362615826663808,0.0324866809658894,0.0328148292584742,0.78719175,1.323403000650049,0.4903927995556216,0.2475927985347776,2.4779513449739614,0.1645691867681652,0.2053503592387781,0.0080038219358899,0.0114337214811125,1.2898533829576893,1.2026173501479234,0.0059869305462306,1.1598525,1.1277343342590165,1.1925124703338146,-0.12084889,-0.1383223126124419,-0.1030113852953875,0.507731,0.6006693416781852,0.45204553,0.768537,0.053681992,0.82221895,reassess-runs_ensemble_mcdp_xc50,leafy-wood-84,20240627-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_leafy-wood-84,,scaffold_cluster_ensemble,papyrus/xc50/all/reassess-runs_ensemble_mcdp_xc50/20240627-papyrus_xc50_ensemble_scaffold_cluster_ankh-large_ecfp2048_leafy-wood-84/,51
